yrpub,count,authorOfColor,nonPersonAuthor,neighborhood,collection,type,age,category1,category2,category1Code,languages,originalLang
2007,1,0,0,Columbia City,ColumbiaCity3,Fiction,Childrens,Null,Null,Nu,English,English
2005,1,0,0,Columbia City,ColumbiaCity4,Fiction,Childrens,Null,Null,Nu,English,English
2005,1,0,0,Columbia City,ColumbiaCity4,Fiction,Childrens,Null,Null,Nu,"English, Italian",English
2006,1,0,0,Columbia City,ColumbiaCity4,Fiction,Childrens,Null,Null,Nu,English,English
2005,1,0,0,Columbia City,ColumbiaCity4,Fiction,Childrens,Null,Null,Nu,English,English
2011,1,0,0,Columbia City,ColumbiaCity4,Fiction,Childrens,Null,Null,Nu,English,English
2005,1,0,0,Laurelhurst,Laurelhurst1,Fiction,Childrens,Null,Null,Nu,English,English
2002,1,0,0,Laurelhurst,Laurelhurst3,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Laurelhurst,Laurelhurst3,Fiction,Childrens,Null,Null,Nu,English,English
2003,1,0,0,Laurelhurst,Laurelhurst3,Fiction,Childrens,Null,Null,Nu,English,English
2000,1,0,0,Laurelhurst,Laurelhurst3,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Laurelhurst,Laurelhurst3,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Laurelhurst,Laurelhurst3,Fiction,Childrens,Null,Null,Nu,English,English
1986,1,0,0,Laurelhurst,Laurelhurst4,Fiction,Childrens,Null,Null,Nu,English,English
1998,1,0,0,Laurelhurst,Laurelhurst5,Fiction,Childrens,Null,Null,Nu,English,English
2012,1,0,0,Laurelhurst,Laurelhurst5,Fiction,Childrens,Null,Null,Nu,English,English
2014,1,0,0,Laurelhurst,Laurelhurst5,Nonfiction,Childrens,Null,Null,Nu,English,English
2004,1,0,0,Laurelhurst,Laurelhurst5,Fiction,Childrens,Null,Null,Nu,English,English
1998,1,0,0,Laurelhurst,Laurelhurst5,Fiction,Childrens,Null,Null,Nu,English,English
2003,1,0,0,Laurelhurst,Laurelhurst6,Nonfiction,Childrens,Null,Null,Nu,English,English
2006,1,0,0,Montlake,Montlake4,Fiction,Childrens,Null,Null,Nu,English,English
2000,1,0,0,Montlake,Montlake5,Fiction,Childrens,Null,Null,Nu,English,English
2011,1,1,0,Montlake,Montlake5,Fiction,Childrens,Null,Null,Nu,Thai,Thai
2013,1,0,0,Northgate,Northgate1,Fiction,Childrens,Null,Null,Nu,English,English
2017,1,0,0,Northgate,Northgate1,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Northgate,Northgate1,Nonfiction,Childrens,Null,Null,Nu,English,English
2007,1,0,0,Northgate,Northgate1,Fiction,Childrens,Null,Null,Nu,English,English
2001,1,0,0,Northgate,Northgate1,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Northgate,Northgate1,Fiction,Childrens,Null,Null,Nu,English,English
1989,1,0,0,Northgate,Northgate1,Fiction,Childrens,Null,Null,Nu,English,English
2010,1,0,0,Northgate,Northgate1,Nonfiction,Childrens,Null,Null,Nu,English,English
1998,1,0,0,Northgate,Northgate1,Fiction,Childrens,Null,Null,Nu,English,English
2012,1,0,0,Northgate,Northgate2,Fiction,Childrens,Null,Null,Nu,English,English
1965,1,0,0,Northgate,Northgate2,Fiction,Childrens,Null,Null,Nu,English,English
2018,1,0,0,Northgate,Northgate2,Fiction,Childrens,Null,Null,Nu,English,English
2007,1,0,0,Northgate,Northgate2,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,"English, Undetermined",English
2002,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
1995,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1996,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1960,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,
2014,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2002,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
1987,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
2003,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2004,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,
2006,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
1994,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
2005,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
1975,1,0,1,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,
2004,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
2011,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
2014,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,
2014,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,,English
2014,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,,English
2007,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1982,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
2004,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2009,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
2009,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
2016,1,0,1,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1997,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2014,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2014,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,,English
2007,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2003,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2007,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2004,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2009,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
1982,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1997,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
2015,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
1991,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1984,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,,
1992,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1991,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1991,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
2001,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2015,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
2012,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
1971,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2011,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,
2018,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,,
2011,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1991,1,0,0,Northgate,Northgate3,Nonfiction,Childrens,Null,Null,Nu,English,English
2002,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1970,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,,English
1989,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2003,1,0,0,Northgate,Northgate3,Fiction,Childrens,Null,Null,Nu,English,English
2014,1,0,0,Northgate,Northgate5,Fiction,Childrens,Null,Null,Nu,English,English
2013,1,0,0,Phinney-Greenwood,Phinney-Green2,Fiction,Childrens,Null,Null,Nu,English,English
2014,1,1,0,Phinney-Greenwood,Phinney-Green2,Fiction,Childrens,Null,Null,Nu,Spanish,
2003,1,0,0,Phinney-Greenwood,Phinney-Green2,Fiction,Childrens,Null,Null,Nu,English,
1988,1,0,0,Phinney-Greenwood,Phinney-Green2,Fiction,Childrens,Null,Null,Nu,English,English
1987,1,1,0,Phinney-Greenwood,Phinney-Green2,Fiction,Childrens,Null,Null,Nu,,
1987,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Childrens,Null,Null,Nu,English,English
2018,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
2014,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
2016,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
1976,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
2009,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
2012,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
2014,1,0,1,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
2014,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
1987,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Childrens,Null,Null,Nu,English,English
1987,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Childrens,Null,Null,Nu,English,English
1987,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
2017,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
2017,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
2000,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
1985,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
1993,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
2015,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Childrens,Null,Null,Nu,English,English
1974,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,
2003,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,,English
1981,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
2006,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
2018,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
2005,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
2004,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
2008,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
2005,1,1,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
2001,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,
1959,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
2008,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,
2003,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
1978,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
2003,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
1979,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,Nu,English,English
2003,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Childrens,Null,Null,Nu,English,English
2000,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Childrens,Null,Null,Nu,English,English
1999,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Childrens,Null,Null,Nu,English,English
2018,1,0,1,Phinney-Greenwood,Phinney-Green5,Fiction,Childrens,Null,Null,Nu,English,
2009,1,0,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,Nu,English,English
2003,1,1,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,Nu,English,English
2015,1,0,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,Nu,English,English
2003,1,0,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,Nu,English,English
2014,1,1,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,Nu,,
2003,1,0,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,Nu,English,English
2003,1,0,1,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,Nu,English,
2003,1,0,1,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,Nu,English,
2007,1,0,0,Queen Anne,QueenAnne2,Fiction,Childrens,Null,Null,Nu,English,English
2007,1,0,0,Queen Anne,QueenAnne2,Fiction,Childrens,Null,Null,Nu,English,English
1993,1,0,0,Queen Anne,QueenAnne2,Fiction,Childrens,Null,Null,Nu,English,English
2009,1,0,0,Queen Anne,QueenAnne2,Nonfiction,Childrens,Null,Null,Nu,English,English
1990,1,0,0,Queen Anne,QueenAnne2,Nonfiction,Childrens,Null,Null,Nu,English,English
1976,1,0,0,Queen Anne,QueenAnne2,Fiction,Childrens,Null,Null,Nu,English,English
1983,1,0,0,Queen Anne,QueenAnne3,Fiction,Childrens,Null,Null,Nu,English,English
1969,1,0,0,Queen Anne,QueenAnne3,Fiction,Childrens,Null,Null,Nu,English,English
1987,1,0,0,Queen Anne,QueenAnne3,Fiction,Childrens,Null,Null,Nu,English,English
2004,1,0,0,Queen Anne,QueenAnne4,Nonfiction,Childrens,Null,Null,Nu,English,English
2002,1,1,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,Nu,,
1984,1,0,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,Nu,English,English
2003,1,0,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,Nu,English,English
1993,1,0,0,Queen Anne,QueenAnne5,Nonfiction,Childrens,Null,Null,Nu,English,English
2010,1,0,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,Nu,English,English
2001,1,0,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,Nu,English,English
2014,1,0,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,Nu,English,English
2003,1,0,0,Ravenna,Ravenna1,Fiction,Childrens,Null,Null,Nu,English,English
2011,1,0,0,Ravenna,Ravenna1,Fiction,Childrens,Null,Null,Nu,English,English
2015,1,0,0,Ravenna,Ravenna1,Fiction,Childrens,Null,Null,Nu,English,English
2010,1,0,0,Ravenna,Ravenna1,Fiction,Childrens,Null,Null,Nu,English,English
1992,1,0,0,Ravenna,Ravenna3,Fiction,Childrens,Null,Null,Nu,English,English
1991,1,0,0,Ravenna,Ravenna3,Fiction,Childrens,Null,Null,Nu,English,English
2015,1,0,0,Ravenna,Ravenna5,Fiction,Childrens,Null,Null,Nu,English,English
1990,1,0,0,Ravenna,Ravenna5,Fiction,Childrens,Null,Null,Nu,English,English
1990,1,0,0,Ravenna,Ravenna5,Fiction,Childrens,Null,Null,Nu,English,English
2006,1,0,0,Ravenna,Ravenna5,Fiction,Childrens,Null,Null,Nu,English,English
1985,1,0,0,Montlake,Montlake2,Fiction,Adult,Poetry,Null,P,English,Swedish
1974,1,0,0,Montlake,Montlake6,Fiction,Adult,Poetry,Null,P,English,English
2012,1,0,0,Phinney-Greenwood,Phinney-Green2,Nonfiction,Adult,Poetry,Null,P,English,
1990,1,1,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Poetry,Null,P,English,English
2019,1,0,0,Ravenna,Ravenna1,Fiction,Adult,Poetry,Null,P,English,English
1998,1,0,0,Ravenna,Ravenna2,Fiction,Adult,Poetry,Null,P,English,English
1990,1,0,1,Columbia City,ColumbiaCity2,Nonfiction,Adult,Reference,Null,Ref,English,English
2010,1,0,1,Montlake,Montlake5,Nonfiction,Adult,Reference,Null,Ref,,
2005,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Reference,Null,Ref,English,English
1975,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Reference,Null,Ref,English,English
1988,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Reference,Self Help/Health,Ref,English,English
1986,1,0,0,Northgate,Northgate5,Nonfiction,Adult,Reference,Null,Ref,English,English
1970,1,1,0,Northgate,Northgate2,Nonfiction,Adult,Religion,Null,R,,
2007,1,0,0,Central District,CentralDistrict1,Fiction,Adult,Religion,Null,R,English,English
2000,1,0,0,Central District,CentralDistrict3,Nonfiction,Adult,Religion,Null,R,English,English
2015,1,0,0,Central District,CentralDistrict4,Nonfiction,Adult,Religion,Null,R,English,English
2002,1,0,0,Central District,CentralDistrict4,Nonfiction,Adult,Religion,Self Help/Health,R,English,English
2010,1,0,0,Central District,CentralDistrict6,Fiction,Adult,Religion,Null,R,Spanish,
1964,1,1,0,Columbia City,ColumbiaCity1,Nonfiction,Adult,Religion,Null,R,English,English
2015,1,0,0,Columbia City,ColumbiaCity3,Nonfiction,Adult,Religion,Null,R,English,English
2011,1,1,0,Laurelhurst,Laurelhurst6,Nonfiction,Adult,Religion,Null,R,English,English
2011,1,0,0,Northgate,Northgate1,Nonfiction,Adult,Religion,Self Help/Health,R,English,English
2000,1,0,0,Northgate,Northgate1,Nonfiction,Adult,Religion,Self Help/Health,R,English,English
2016,1,0,0,Northgate,Northgate1,Nonfiction,Adult,Religion,Self Help/Health,R,English,English
1983,1,1,0,Northgate,Northgate2,Nonfiction,Adult,Religion,Null,R,English,Chinese
1984,1,1,0,Northgate,Northgate2,Nonfiction,Adult,Religion,Null,R,"Hindi, English",English
1978,1,1,0,Northgate,Northgate2,Nonfiction,Adult,Religion,Null,R,English,Chinese
2010,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Religion,Null,R,English,English
1983,1,1,0,Northgate,Northgate3,Nonfiction,Adult,Religion,Null,R,English,Chinese
1963,1,1,0,Northgate,Northgate5,Nonfiction,Adult,Religion,Self Help/Health,R,English,English
1998,1,0,0,Phinney-Greenwood,Phinney-Green2,Nonfiction,Adult,Religion,Null,R,English,English
2015,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Religion,Null,R,English,English
2007,1,0,0,Ravenna,Ravenna1,Nonfiction,Adult,Religion,Null,R,English,English
2013,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Religion,Null,R,English,English
2001,1,0,0,Central District,CentralDistrict4,Nonfiction,Childrens,Religion,Null,R,"English, Spanish",English
1982,1,0,0,Laurelhurst,Laurelhurst5,Nonfiction,Childrens,Religion,Null,R,English,English
1964,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Religion,Null,R,English,English
2007,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Childrens,Religion,Null,R,English,English
2015,1,1,0,Queen Anne,QueenAnne5,Fiction,Childrens,Religion,Null,R,English,English
1999,1,0,0,Central District,CentralDistrict4,Fiction,Adult,Romance,Null,Ro,English,English
2011,1,0,0,Central District,CentralDistrict4,Fiction,Adult,Romance,Null,Ro,English,English
2009,1,0,0,Columbia City,ColumbiaCity4,Fiction,Adult,Romance,Null,Ro,English,
2009,1,0,0,Columbia City,ColumbiaCity4,Fiction,Adult,Romance,Null,Ro,English,
2018,1,0,0,Laurelhurst,Laurelhurst1,Fiction,Adult,Romance,Null,Ro,English,English
2014,1,0,0,Laurelhurst,Laurelhurst1,Fiction,Adult,Romance,Null,Ro,English,English
1998,1,0,0,Northgate,Northgate3,Fiction,Adult,Romance,Null,Ro,English,English
2016,1,1,0,Northgate,Northgate3,Fiction,Adult,Romance,Null,Ro,English,
2000,1,0,0,Phinney-Greenwood,Phinney-Green1,Fiction,Adult,Romance,Null,Ro,English,English
2003,1,0,0,Phinney-Greenwood,Phinney-Green2,Fiction,Adult,Romance,Null,Ro,English,English
1993,1,0,0,Phinney-Greenwood,Phinney-Green2,Fiction,Adult,Romance,Null,Ro,English,English
2015,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Romance,Null,Ro,English,English
2017,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Romance,Null,Ro,English,English
1990,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Romance,Null,Ro,English,English
1976,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Romance,Null,Ro,English,English
2003,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Romance,Null,Ro,English,English
2017,1,0,0,Ravenna,Ravenna2,Fiction,Adult,Romance,Null,Ro,English,English
1990,1,0,0,Ravenna,Ravenna2,Fiction,Adult,Romance,Null,Ro,English,English
2001,1,0,0,Ravenna,Ravenna2,Fiction,Adult,Romance,Null,Ro,English,English
1987,1,0,0,Ravenna,Ravenna2,Fiction,Adult,Romance,Null,Ro,English,English
2006,1,0,0,Ravenna,Ravenna2,Fiction,Adult,Romance,Null,Ro,English,English
2005,1,0,0,Ravenna,Ravenna2,Fiction,Adult,Romance,Null,Ro,English,English
1996,1,0,0,Ravenna,Ravenna2,Fiction,Adult,Romance,Null,Ro,English,English
1978,1,0,0,Ravenna,Ravenna2,Fiction,Adult,Romance,Null,Ro,English,
2014,1,0,0,Ravenna,Ravenna3,Fiction,Adult,Romance,Novel,Ro,English,English
1994,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Science,Cultural Studies,Sci,English,English
1994,1,1,0,Northgate,Northgate3,Nonfiction,Adult,Science,Null,Sci,,
1997,1,0,0,Ravenna,Ravenna2,Nonfiction,Adult,Science,Null,Sci,English,English
2008,1,0,0,Ravenna,Ravenna3,Nonfiction,Adult,Science,Null,Sci,English,English
1998,1,0,0,Northgate,Northgate3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1995,1,0,0,Northgate,Northgate3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1984,1,0,0,Columbia City,ColumbiaCity1,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2006,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SciFi,English,English
1977,1,0,0,Ravenna,Ravenna3,Fiction,Adult,SciFi/Fantasy,Novel,SciFi,English,English
2004,1,0,0,Northgate,Northgate3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2008,1,0,0,Central District,CentralDistrict4,Fiction,Adult,SciFi/Fantasy,Null,SciFi,"English, Undetermined",English
2011,1,0,0,Columbia City,ColumbiaCity2,Fiction,Adult,SciFi/Fantasy,Art,SciFi,English,English
2011,1,0,0,Columbia City,ColumbiaCity3,Nonfiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1994,1,0,0,Laurelhurst,Laurelhurst2,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1983,1,0,0,Laurelhurst,Laurelhurst2,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2007,1,0,0,Laurelhurst,Laurelhurst3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2009,1,0,0,Laurelhurst,Laurelhurst3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2007,1,0,0,Laurelhurst,Laurelhurst3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2006,1,0,0,Laurelhurst,Laurelhurst3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1989,1,0,0,Montlake,Montlake6,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2006,1,0,0,Northgate,Northgate3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1987,1,0,0,Northgate,Northgate3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2004,1,0,0,Northgate,Northgate3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1980,1,0,0,Northgate,Northgate3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2003,1,0,0,Northgate,Northgate3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1985,1,0,0,Northgate,Northgate4,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1985,1,0,0,Phinney-Greenwood,Phinney-Green2,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2015,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2002,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2016,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2007,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1993,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SciFi,English,English
2003,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1999,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2011,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1982,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2013,1,0,0,Ravenna,Ravenna1,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1994,1,0,0,Ravenna,Ravenna2,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2011,1,0,0,Ravenna,Ravenna2,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2016,1,0,0,Ravenna,Ravenna2,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,
2003,1,0,0,Ravenna,Ravenna3,Fiction,Adult,SciFi/Fantasy,Novel,SciFi,English,English
1990,1,0,0,Ravenna,Ravenna5,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1991,1,0,0,Ravenna,Ravenna5,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1984,1,0,0,Ravenna,Ravenna5,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
1977,1,0,0,Ravenna,Ravenna5,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
