Cataloger,Book ID,Title,Count,Date,Neighborhood,Collections,Fiction or Nonfiction,Age Group,Category1,Category2,Dewey Wording,Subjects,Dewey Decimal,Summary,Languages,Original Languages,LC Classification,ISBN,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Review,Rating,Comment,Private Comment,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,ISBNs,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
H,168007366,"My Brimful Book: Favorite Poems of Childhood, Mother Goose Rhymes, Animal Stories",1,1960,Northgate,Northgate3,Fiction,Children's,Null,Null,"Customs, Etiquette, Folklore > Folklore > Rhymes and rhyming games > Social Sciences",Children's literature|Children\'s literature|children's literature,398.8,"My Brimful Book: Favorite Poems of Childhood, Mother Goose Rhymes, Animal Stories by Dana Bruce (1960)",English,,PZ5 .B7885,[0448420082],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168007769,Dig!,1,2014,Northgate,Northgate3,Fiction,Children's,Null,Null,,,,Dig! by Andrea Zimmerman (2014),English,English,PZ7 .Z618,[0544173880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168007780,DK First Dictionary,1,2002,Northgate,Northgate3,Nonfiction,Children's,Null,Null,Dictionaries of standard English > English > Language,,423,DK First Dictionary by Anne Millard (2002),English,English,PE1628.5 .D54,[0789485796],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168007828,Spot Goes to the Farm,1,1987,Northgate,Northgate3,Nonfiction,Children's,Null,Null,Agricultural products > Economics > Production > Social Sciences,Animal sounds > Fiction|Animals > Infancy > Fiction|Dogs > Fiction|Domestic animals > Fiction|Toy and movable books|Toy and movable books > Specimens,338.1,Spot Goes to the Farm by Eric Hill (1987),English,English,PZ7 .H5516,[0399214348],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168007864,I Knew You Could! A Book for All the Stops in Your Life,1,2003,Northgate,Northgate3,Fiction,Children's,Null,Null,Analogy; Correspondence  > Logic > Philosophy and Psychology,Railroads > Trains > Fiction|Self-reliance > Fiction|Stories in rhyme,169,I Knew You Could! A Book for All the Stops in Your Life by Craig Dorfman (2003),English,English,PZ8.3 .D734,[043967249X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168007885,Baby Einstein The ABCs of ART A-M,1,2004,Northgate,Northgate3,Nonfiction,Children's,Null,Null,,,,Baby Einstein The ABCs of ART A-M by Hyperion (2004),English,,,[0786838078],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168007895,Can You See What I See?: Dinosaurs: Picture Puzzles to Search and Solve,1,2006,Northgate,Northgate3,Nonfiction,Children's,Null,Null,"Amusements and Recreation > Arts and Recreation > Board games, mental puzzles > Indoor Amusements",,793.73,Can You See What I See?: Dinosaurs: Picture Puzzles to Search and Solve by Walter Wick (2006),English,English,QE861.5 .W53,[0439832977],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168007918,There Are No Polar Bears Down There (Voyages: Setting Out),1,1994,Northgate,Northgate3,Nonfiction,Children's,Null,Null,Geographic distribution of animals > Mathematics and Science > Pacific > Polar Regions > Specific Topics In Zoology > Zoology,,591.9989,There Are No Polar Bears Down There (Voyages: Setting Out) by Trish Hart (1994),English,English,,[038303597X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168007932,"Does a Kangaroo Have a Mother, Too?",1,2005,Northgate,Northgate3,Nonfiction,Children's,Null,Null,Embryology > Mathematics and Science > Specific Topics In Zoology > Zoology,Animals > Infancy|Animals > Infancy > Juvenile literature,591.39,"Does a Kangaroo Have a Mother, Too? by Eric Carle (2005)",English,English,QL763 .C37,[006443642X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168007942,Walt Disney's Bambi: Friends of the Forest (A Little Golden Book),1,1975,Northgate,Northgate3,Fiction,Children's,Null,Null,American And Canadian > Fiction > Literature,,813,Walt Disney's Bambi: Friends of the Forest (A Little Golden Book) by Disney (1975),English,,PZ10.3 .W16,[0307021009],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008030,On the Moon,1,2004,Northgate,Northgate3,Nonfiction,Children's,Null,Null,Astronomical objects and astrophysics > Astronomy > Mathematics and Science > Moon,,523.3,On the Moon by Anna Milbourne (2004),English,English,TL799 .M6,[0794506178],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008037,The 12 Weeks of Summer.,1,2012,Northgate,Northgate3,Fiction,Children's,Null,Null,,,,The 12 Weeks of Summer. by Joseph J. Andrade Jr. (2012),English,English,,[1475055382],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008039,Lots of Things to Find and Color (Usborne Activities),1,2011,Northgate,Northgate3,Nonfiction,Children's,Null,Null,,,,Lots of Things to Find and Color (Usborne Activities) by Fiona Watt (2011),English,English,,[0794529631],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008044,"Wendy Whale, A Tale of a Huge Creature",1,2014,Northgate,Northgate3,Nonfiction,Children's,Null,Null,,,,"Wendy Whale, A Tale of a Huge Creature by Suzanne Tate (2014)",English,,,[1878405624],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008052,Very Special Friends,1,2014,Northgate,Northgate3,Fiction,Children's,Null,Null,,,,Very Special Friends by Jane Chapman (2014),,English,,[9780545700672],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008084,Class With the Summer Birthdays,1,?,Northgate,Northgate3,Fiction,Children's,Null,Null,,Birthdays > Fiction|Parties > Fiction|Schools > Fiction|Schools > fiction,,Class With the Summer Birthdays by Dian Curtis Regan (?),,English,PZ7 .R25854,[0440846285],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008098,Hannah West in the Center of the Universe,1,2007,Northgate,Northgate3,Fiction,Children's,Null,Null,,,,Hannah West in the Center of the Universe by Linda Johns (2007),English,English,PZ7 .J6219,[0142407569],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008103,Moo Baa La La La,1,1982,Northgate,Northgate3,Nonfiction,Children's,Null,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,Animal sounds > Fiction|Animal sounds > Juvenile fiction|Spanish language materials|Stories in Rhyme|Stories in rhyme,823.914,Moo Baa La La La by Sandra Boynton (1982),English,English,PZ8.3 .B7,[067144901X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008112,Rachel and Obadiah,1,2004,Northgate,Northgate3,Fiction,Children's,Null,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Nantucket Island (Mass.) > Fiction|Quakers > Fiction,813.54,Rachel and Obadiah by Brinton Turkle (2004),English,English,PZ7 .T847,[1893103188],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008123,READING 2011 LEVELED READER GRADE 1.1.6 ON WHICH ANIMALS WILL WE SEE?,1,2009,Northgate,Northgate3,Nonfiction,Children's,Null,Null,,,,READING 2011 LEVELED READER GRADE 1.1.6 ON WHICH ANIMALS WILL WE SEE? by Scott Foresman (2009),English,English,,[9780328507122],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008126,READING 2011 LEVELED READER 1.2.5 ON PEOPLE HELP THE FOREST,1,2009,Northgate,Northgate3,Nonfiction,Children's,Null,Null,,,,READING 2011 LEVELED READER 1.2.5 ON PEOPLE HELP THE FOREST by Scott Foresman (2009),English,English,,[0328507369],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008132,Peeking Prairie Dogs (Pull Ahead Books),1,1999,Northgate,Northgate3,Nonfiction,Children's,Null,Null,"Edentata, Rodentia, Insectivora: Sloths, Rodents, Moles > Mammals > Mathematics and Science > Zoology",,599.367,Peeking Prairie Dogs (Pull Ahead Books) by Christine Zuchora-Walske (1999),English,English,QL737 .R68,[0822536226],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008136,MOANA - JR. NOVEL,1,2016,Northgate,Northgate3,Fiction,Children's,Null,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,MOANA - JR. NOVEL by RH Disney (2016),English,English,,[0736436006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008140,The Story of Drinking Water,1,2011,Northgate,Northgate3,Nonfiction,Children's,Null,Null,Earth sciences & geology > Mathematics and Science > Physical and Dynamic Geology ,,551,The Story of Drinking Water by American Water Works Association (2011),English,English,,[1583218122],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008144,Pm Turquoise Set D Tales & Plays Goldilo,1,1997,Northgate,Northgate3,Fiction,Children's,Null,Null,"Customs, Etiquette, Folklore > Folk literature > Folklore > Social Sciences",,398.2,Pm Turquoise Set D Tales & Plays Goldilo (1997),English,English,,[1869611381],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008146,LEGO Ninjago: Chronicles of Ninjago: An Official Handbook,1,2014,Northgate,Northgate3,Fiction,Children's,Null,Null,"Amusements and Recreation > Arts and Recreation > Film, Radio, And Television  > Public Entertainments, TV, Movies > Single Programs > TV Programs > Television",,791.4572,LEGO Ninjago: Chronicles of Ninjago: An Official Handbook by Tracey West (2014),English,English,,[0545746388],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008152,Maggi and MIlo,1,2014,Northgate,Northgate3,Fiction,Children's,Null,Null,,,,Maggi and MIlo by Juli Brenning (2014),,English,,[0545832314],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008155,A Chair for My Mother 25th Anniversary Edition (Reading Rainbow Books),1,2007,Northgate,Northgate3,Fiction,Children's,Null,Null,American And Canadian > Fiction > Literature,Chairs > Fiction|Family life > Fiction|Family life > fiction|Saving and investment > Fiction,813,A Chair for My Mother 25th Anniversary Edition (Reading Rainbow Books) by Vera B Williams (2007),English,English,PZ7 .W6685,[9780688040741],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008163,The Great Ghost Rescue,1,2003,Northgate,Northgate3,Fiction,Children's,Null,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,England > Fiction|England > fiction|Ghosts > Fiction,823.914,The Great Ghost Rescue by Eva Ibbotson (2003),English,English,PZ7 .I11555,[0439567645],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008170,"Peanuts: It's the Great Pumpkin, Charlie Brown",1,2007,Northgate,Northgate3,Fiction,Children's,Null,Null,21st Century > American And Canadian > Fiction > Literature,Halloween > Fiction,813.6,"Peanuts: It's the Great Pumpkin, Charlie Brown by Charles M. Schulz (2007)",English,English,PZ7 .S38877,[0762431717],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008180,I Wanna Iguana,1,2004,Northgate,Northgate3,Fiction,Children's,Null,Null,,Iguanas as pets > Fiction|Letters > Fiction|Mothers and sons > Fiction|Pets > Fiction,,I Wanna Iguana by Karen Kaufman (2004),English,English,PZ7 .O6332,[0439855454],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008185,READING 2011 LEVELED READER 1.3.5 ADVANCED LEARN ABOUT BUTTERFLIES,1,2009,Northgate,Northgate3,Nonfiction,Children's,Null,Null,,,,READING 2011 LEVELED READER 1.3.5 ADVANCED LEARN ABOUT BUTTERFLIES by Scott Foresman (2009),English,English,,[032850761X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008270,Milk and Cookies: A Frank Asch Bear Story,1,1982,Northgate,Northgate3,Fiction,Children's,Null,Null,American And Canadian > Fiction > Literature,Bears > Fiction|Dreams > Fiction,813,Milk and Cookies: A Frank Asch Bear Story by Frank Asch (1982),English,English,PZ7 .A778,[0819310883],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008279,Old MacDonald had an apartment house,1,1999,Northgate,Northgate3,Fiction,Children's,Null,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Apartment houses > Fiction|Farms > Fiction|Humorous stories,813.54,Old MacDonald had an apartment house by Judi Barrett (1999),English,English,PZ7 .B2752,[0439063086],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008287,Looking At Pictures,1,1997,Northgate,Northgate3,Nonfiction,Children's,Null,Null,Arts and Recreation > Painting > Painting > Theory And Instruction,Art appreciation|National Gallery (Great Britain)|National Gallery (Great Britain) > Juvenile literature|Painting|Painting > Appreciation > Juvenile literature,750.11,Looking At Pictures by Joy Richardson (1997),English,English,ND1146 .R5,[0810942526],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008356,The Little Butterfly (Step into Reading),1,2015,Northgate,Northgate3,Nonfiction,Children's,Null,Null,"Articulates > Insects: Insecta, Hexapoda > Lepidoptera: butterflies, moths > Mathematics and Science > Zoology",,595.789,The Little Butterfly (Step into Reading) by Sherry Shahan (2015),English,English,QL544.2 .S465,[9780385371896],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008366,Bear's Bargain,1,1991,Northgate,Northgate3,Fiction,Children's,Null,Null,Dictionaries And Encyclopedias > German > Information,Bears > Fiction|Birds > Fiction|Friendship > Fiction,033,Bear's Bargain by Frank Asch (1991),English,English,PZ7 .A778,[0663562112],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008393,Jenny's in the Hospital by Seymour Reit (1984-06-03),1,1984,Northgate,Northgate3,Fiction,Children's,Null,Null,,,,Jenny's in the Hospital by Seymour Reit (1984-06-03) (1889),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008408,Tim O'Toole and the Wee Folk (Picture Puffins),1,1992,Northgate,Northgate3,Fiction,Children's,Null,Null,"Customs, Etiquette, Folklore > Folk literature > Folklore > Social Sciences",Fairy tales|Ireland > Fiction|fairy tales,398.2,Tim O'Toole and the Wee Folk (Picture Puffins) by Gerald McDermott (1992),English,English,PZ8 .M4576,[0140506756],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008420,Play Rhymes,1,1991,Northgate,Northgate3,Fiction,Children's,Null,Null,Amusements and Recreation > Arts and Recreation > Indoor Amusements,,793.4,Play Rhymes (1991),English,English,GV1218 .F5,[0590449230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008431,All Aboard Fire Trucks (All Aboard Book),1,1991,Northgate,Northgate3,Nonfiction,Children's,Null,Null,"Engineering, contracts > Firefighting > Other Branches of Municipal Engineering > Sanitary; Municipal > Technology",Fire engines|Fire engines > Juvenile literature|Fire extinction,628.925,All Aboard Fire Trucks (All Aboard Book) by Teddy Slater (1991),English,English,TH9372 .S557,[9780448343600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008440,Corduroy's Best Halloween Ever!,1,2001,Northgate,Northgate3,Fiction,Children's,Null,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,Corduroy's Best Halloween Ever! by Don Freeman (2001),English,English,PZ7 .C815357,[9780448424996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008442,Doc McStuffins Pet Vet,1,2015,Northgate,Northgate3,Fiction,Children's,Null,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,Doc McStuffins Pet Vet by Disney Book Group (2015),English,English,,[1484715578],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008459,The Zoo Book (Golden Look-Look Books),1,1999,Northgate,Northgate3,Nonfiction,Children's,Null,Null,General Zoology > Mathematics and Science > Zoo animals > Zoology > Zoos,,590.744,The Zoo Book (Golden Look-Look Books) by Jan Pfloog (1999),English,English,,[0307581187],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008473,Over in the Forest: Come and Take a Peek,1,2012,Northgate,Northgate3,Nonfiction,Children's,Null,Null,Mathematics and Science > Organography; Descriptive anatomy > Specific Topics In Zoology > Zoology,,591.73,Over in the Forest: Come and Take a Peek by Marianne Berkes (2012),English,English,PZ8.3 .B4557,[1584691638],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008477,Story of Doctor Dolittle (Puffin Story Books),1,1971,Northgate,Northgate3,Fiction,Children's,Null,Null,1901-1945 > 20th Century > English > Fiction > Literature > Modern Period,Animals > Fiction|Animals > Juvenile fiction|Fantasy|fantasy,823.912,Story of Doctor Dolittle (Puffin Story Books) by Hugh Lofting (1971),English,English,PZ7 .L827,[0140302891],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168080771,The Legend of Rudolph The Red-Nosed Reindeer Record-A-Book by Lasting Memories,1,2011,Northgate,Northgate3,Fiction,Children's,Null,Null,,,,The Legend of Rudolph The Red-Nosed Reindeer Record-A-Book by Lasting Memories by Joe Troiano (2011),English,,,[0984527818],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168080798,Groovy Joe: We're Going to Build a Rainbow 10-Book Pack,1,2018,Northgate,Northgate3,Fiction,Children's,Null,Null,,,,Groovy Joe: We're Going to Build a Rainbow 10-Book Pack (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168080825,How Do You Hug a Porcupine?,1,2011,Northgate,Northgate3,Fiction,Children's,Null,Null,"Language > Spanish > [Formerly ""Prosody""; No longer used]",,466,How Do You Hug a Porcupine? by Laurie Isop (2011),English,English,PZ8.3 .I787,[1442412917],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168006959,Girl's Own Book,1,1991,Northgate,Northgate3,Nonfiction,Children's,Null,Null,Activities > Amusements > Amusements and Recreation > Arts and Recreation,,790.194,Girl's Own Book by Lydia Child (1991),English,English,GV1204.998 .C48,[155709134X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008090,SpongeBob JokePants,1,2002,Northgate,Northgate3,Fiction,Children's,Null,Null,"Amusements and Recreation > Arts and Recreation > Film, Radio, And Television  > Public Entertainments, TV, Movies > Single Programs > TV Programs > Television",,791.4572,SpongeBob JokePants by David Lewman (2002),English,English,PN6371.5 .L487,[0439442907],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168007038,Winners Never Quit,1,1970,Northgate,Northgate3,Fiction,Children's,Null,Null,,,,Winners Never Quit by Phil Pepe (1970),,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168008026,The Great Waldo Search,1,1989,Northgate,Northgate3,Fiction,Children's,Null,Null,"Amusements and Recreation > Arts and Recreation > Board games, mental puzzles > Indoor Amusements",Humorous stories|Literary recreations|Picture puzzles|Voyages and travels > Fiction|humorous stories,793.7,The Great Waldo Search by Martin Handford (1989),English,English,PZ7,[0316342823],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,Ordinary Mr Pai: Two Urban Fairy Tales,1,1999,Northgate,Northgate3,Fiction,Children's,Null,Null,,,,,English,English,,8186895337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168542158,History of Our Presidents Presented by: Instant Maxwell House Coffee,1,1964,Northgate,Northgate4,Nonfiction,Children's,Null,Null,Biography and History > North America > United States,,973,History of Our Presidents Presented by: Instant Maxwell House Coffee by Instant Maxwell House Coffee (1964),English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168077667,Bailey Boat Cat: Adventures of a Feline Afloat,1,2014,Northgate,Northgate5,Fiction,Children's,Null,Null,Agriculture & Animal Husbandry > Biography > Biography; History By Place > Cats > Domestic Animals > Technology,,636.800929,Bailey Boat Cat: Adventures of a Feline Afloat by Louise Kennedy (2014),English,English,,[1472906500],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459055,Math to Know: A Mathematics Handbook Grade 3- 4,1,?,Phinney-Green,Phinney-Green3,Nonfiction,Children's,Null,Null,General Mathematics > Mathematics > Mathematics and Science,,510,Math to Know: A Mathematics Handbook Grade 3- 4 (?),English,English,QA40 .C38,[0176203443],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459074,Pete the Cat and the Cool Caterpillar (I Can Read Level 1),1,2018,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,,,,Pete the Cat and the Cool Caterpillar (I Can Read Level 1) by James Dean (2018),English,English,,[0062675214],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459081,Clark the Shark: Tooth Trouble (I Can Read Level 1),1,2014,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,English > Language > Primers (Readers)--English language > Standard English usage (Prescriptive linguistics),,428.6,Clark the Shark: Tooth Trouble (I Can Read Level 1) by Bruce Hale (2014),English,English,PZ7 .H1295,[0062279084],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459088,Finding Dory (Read-Along Storybook and CD) (A Disney Storybook and CD),1,2016,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,,,,Finding Dory (Read-Along Storybook and CD) (A Disney Storybook and CD) by Suzanne Francis (2016),English,English,,[1484725867],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459096,The Little Engine That Could,1,1976,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,"Customs, Etiquette, Folklore > Folk literature > Folklore > Social Sciences","Bragg, Mabel Caroline, 1870- Pony engine|Bragg, Mabel Caroline, 1870- The pony engine|Railroads > Trains > Fiction|Toys > Fiction|Toys > fiction",398.2,The Little Engine That Could by Watty Piper (1976),English,English,PZ8.9 .P661,[0448424053],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459104,Pirates... And Worse! (Star Wars: The Clone Wars),1,2009,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,"Amusements and Recreation > Arts and Recreation > Film > Film, Radio, And Television  > Public Entertainments, TV, Movies",,791.43,Pirates... And Worse! (Star Wars: The Clone Wars) by Simon Beecroft (2009),English,English,,[0756657733],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459109,This is Spider-Man Level 1 Reader (World of Reading),1,2012,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,This is Spider-Man Level 1 Reader (World of Reading) by Thomas Macri (2012),English,English,PZ7 .M24731,[9781423154082],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459120,DK Readers L2: Star Wars Rebels: Meet the Rebels,1,2014,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,"Amusements and Recreation > Arts and Recreation > Film, Radio, And Television  > Public Entertainments, TV, Movies > Television",,791.45,DK Readers L2: Star Wars Rebels: Meet the Rebels by DK (2014),English,English,,[1465422692],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459126,Pete the Cat: Too Cool for School (My First I Can Read),1,2014,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,Pete the Cat: Too Cool for School (My First I Can Read) by James Dean (2014),English,English,PZ7 .D34416,[9780062110756],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459132,Complete MathSmart: Mathematics Supplementary Workbook,1,2005,Phinney-Green,Phinney-Green3,Nonfiction,Children's,Null,Null,General Science > General Science > Mathematics and Science,,500,Complete MathSmart: Mathematics Supplementary Workbook by Popular Book Company (Canada) Limited (2005),English,English,,[1897164157],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459148,WP233 - Theory and Technic for the Young Beginner - Primer B,1,1987,Phinney-Green,Phinney-Green3,Nonfiction,Children's,Null,Null,,,,WP233 - Theory and Technic for the Young Beginner - Primer B by James Bastien (1987),English,English,,[0849793203],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459155,WP232 - Theory And Technic for the Young Beginner - Primer A - Bastien,1,1987,Phinney-Green,Phinney-Green3,Nonfiction,Children's,Null,Null,Arts and Recreation > Music > Piano and Organ > Piano--about the instrument,,786.2077,WP232 - Theory And Technic for the Young Beginner - Primer A - Bastien by James Bastien (1987),English,English,MT755,[084979319X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459181,The Tenth Good Thing About Barney,1,1987,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,Agriculture & Animal Husbandry > Domestic Animals > Technology > Utilization and training > Zootechny,Cats > Fiction|Death > Fiction,636.088,The Tenth Good Thing About Barney by Judith Viorst (1987),English,English,PZ7 .V816,[9780689712036],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459276,Spirit Riding Free: The Adventure Begins (Dreamworks Spirit Riding Free),1,2017,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,,,,Spirit Riding Free: The Adventure Begins (Dreamworks Spirit Riding Free) by Suzanne Selfors (2017),English,English,,[0316506222],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459306,Abuela,1,?,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Flight > Fiction|Grandmothers > Fiction|Hispanic Americans > Fiction|Imagination > Fiction|New York (N.Y.) > Fiction,813.54,Abuela (?),English,English,PZ7 .D7294,[9780590996426],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459325,The Little Red Caboose (Little Golden Book),1,2000,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,The Little Red Caboose (Little Golden Book) by Marian Potter (2000),English,English,PZ7 .P853,[0307021521],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459342,George shrinks,1,1985,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,,Size > Fiction,E,George shrinks by William Joyce (1985),English,English,PZ7.J857Ge 1985,[059045031X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459358,Coyote steals the blanket : a Ute tale,1,1993,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,"Customs, Etiquette, Folklore > Folk literature > Folklore > Social Sciences",Coyote (Legendary character) > Legends|Indians of North America > Folklore|Ute Indians > Folklore,398.2/089974,Coyote steals the blanket : a Ute tale by Janet Stevens (1993),English,English,E99.U8S795 1993,[0823409961],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,Special Delivery,1,2015,Phinney-Green,Phinney-Green3,Fiction,Children's,Null,Null,,,,,English,English,,9780545887670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464633,Secret of the Green Skin #6 Third Grade Detectives,1,2003,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,American And Canadian > Fiction > Literature,,813,Secret of the Green Skin #6 Third Grade Detectives (2003),,English,,[043961886X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
