Cataloger,Book ID,Title,Count,Date,Neighborhood,Collections,Fiction or Nonfiction,Age Group,Category1,Category2,Dewey Wording,Subjects,Dewey Decimal,Summary,Languages,Original Languages,LC Classification,ISBN,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Review,Rating,Comment,Private Comment,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,ISBNs,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
A,168464705,Hawkins and the Soccer Solution,1,1981,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,,Soccer > Fiction,,Hawkins and the Soccer Solution by Barbara Brooks Wallace (1981),English,English,PZ7,[0687166721],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464731,Big-Stamp Two-Toes the Barefoot Giant: Spring Tales of Tiptoes Lightly,1,2006,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,,,,Big-Stamp Two-Toes the Barefoot Giant: Spring Tales of Tiptoes Lightly by Reg Down (2006),English,English,,[1412080711],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464732,An Elderly Lady Is Up to No Good,1,2018,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,,,,An Elderly Lady Is Up to No Good by Helene Tursten (2018),English,English,,[1641290110],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464748,"Now You See It, Now You Don't (Abby Hayes #15)",1,2005,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,Astronomy > Maps and Observations [No longer in use] > Mathematics and Science,,524.15,"Now You See It, Now You Don't (Abby Hayes #15) by Anne Mazer (2005)",English,English,PZ7 .M47396,[0439680662],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464755,Gooney Bird Greene,1,2004,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,21st Century > American And Canadian > Fiction > Literature,Humorous Stories|Humorous stories|Schools > FIction|Schools > Fiction|Schools > Juvenile Fiction|Schools > Juvenile fiction|Schools > fiction|Storytelling > Fiction|Storytelling > Juvenile fiction|humorous stories,813.6,Gooney Bird Greene by Lois Lowry (2004),English,English,PZ7 .L9673,[9780440419600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464756,Ellen Tebbits,1,2008,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,American And Canadian > Fiction > Literature,Friendship > Fiction|Schools > FIction|Schools > Fiction|Schools > fiction,813,Ellen Tebbits by Beverly Cleary (2008),English,English,PZ7 .C5792,[0380709139],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464775,Stanford Wong Flunks Big-time,1,2005,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,21st Century > American And Canadian > Fiction > Literature,Basketball > Fiction|Chinese Americans > Fiction|Family life > Fiction|Family life > fiction|Fathers and sons > Fiction|Friendship > Fiction|Schools > FIction|Schools > Fiction|Schools > fiction,813.6,Stanford Wong Flunks Big-time by Lisa Yee (2005),English,English,PZ7 .Y3638,[0439622476],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464785,Berenstain Bears and the Perfect Crime (Almost) (Big Chapter Book),1,1999,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,,,,Berenstain Bears and the Perfect Crime (Almost) (Big Chapter Book) by Marilyn Reynolds (1999),English,English,,[0606154582],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464795,"It's the Great Pumpkin, Charlie Brown",1,2001,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,21st Century > American And Canadian > Fiction > Literature,Halloween > Fiction,813.6,"It's the Great Pumpkin, Charlie Brown by Charles M. Schulz (2001)",English,English,PZ7 .S38877,[0689877404],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464811,From Trash To Treasure (Little Golden Books),1,1999,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,,Puppets > Fiction|Recycling (Waste) > Fiction,,From Trash To Treasure (Little Golden Books) by Liza Alexander (1999),English,,PZ7 .A37735,[0307301230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464823,Dinosaurs (A Little golden book),1,1959,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,Dinosaurs; Fishes; Amphibians > Fossils & prehistoric life > Mathematics and Science > Reptilia,"Dinosaurs > Juvenile literature|Reptiles, Fossil > Juvenile literature",567.9,Dinosaurs (A Little golden book) by Jane Werner Watson (1959),English,English,QE862 .D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464882,Laila Tov A bedtime poem for babies,1,2008,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,,,,Laila Tov A bedtime poem for babies by Richard Van Camp (2008),English,,,[0991678230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168465002,Horrible Harry Goes to Sea,1,2003,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,Horrible Harry Goes to Sea by Suzy Kline (2003),English,English,PZ7 .K6797,[9781101126943],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168465060,Justin Morgan Had a Horse,1,1978,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Hambletonian 10 (Horse) > Fiction|Hambletonian 10 (Horse) > Juvenile fiction|Horses > Fiction|Horses > Folklore|Horses > Juvenile Fiction|Horses > Juvenile fiction|Justin Morgan (Horse) > Fiction|Justin Morgan (Horse) > Juvenile fiction|Morgan horse|Morgan horse > Fiction|Standardbred horse|Standardbred horse > Juvenile literature|Vermont > History > 18th century > Fiction|horses > Fiction,813.54,Justin Morgan Had a Horse by Marguerite Henry (1978),English,English,PZ10.3 .H43,[0528876821],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,Fast Track Reading - Crazy Adventures,1,2003,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,,,,,English,English,,978-0322098602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,Teachers at Our School,1,1979,Phinney-Green,Phinney-Green4,Fiction,Children's,Null,Null,,,,,English,English,,978-0170056915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168461009,Build a Picture Monsters Sticker Book (Build a Picture Sticker Books),1,2013,Phinney-Green,Phinney-Green-extra2,Fiction,Children's,Null,Null,,,,Build a Picture Monsters Sticker Book (Build a Picture Sticker Books) by Oriol Vidal (2013),English,English,,[079452947X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168461053,Leyendas Latinoamericanas,1,2014,Phinney-Green,Phinney-Green-extra2,Fiction,Children's,Null,Null,,,,Leyendas Latinoamericanas by Ana Mar’a Shua (2014),Spanish,,,[6071420059],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168461074,Ariel: A Gift of Love,1,2003,Phinney-Green,Phinney-Green-extra2,Fiction,Children's,Null,Null,,,,Ariel: A Gift of Love by Grace Windsor (2003),English,,,[0786846054],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168461086,My Biggest Playtime Book Ever/07933,1,1988,Phinney-Green,Phinney-Green-extra2,Fiction,Children's,Null,Null,Anthologies > Anthologies and rhetoric > By Topic > Children's literature anthologies > Literature > Literature written for particular social groups > Literature written for particular social groups,,808.899282,My Biggest Playtime Book Ever/07933 (1988),English,English,,[0671079336],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168461093,Idalia's Project ABC Proyecto Abc/,1,1987,Phinney-Green,Phinney-Green-extra2,Fiction,Children's,Null,Null,Language > School Texts > Spanish,,468.6,Idalia's Project ABC Proyecto Abc/ by Idalia Rosario (1987),,,PC4115 .R69,[0805002863],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168462205,Surviving the Applewhites,1,2003,Phinney-Green,Phinney-Greenlake rest 3,Fiction,Children's,Null,Null,21st Century > American And Canadian > Fiction > Literature,Eccentrics and eccentricities > Fiction|Family life > North Carolina > Fiction|North Carolina > Fiction|North Carolina > fiction|Theater > Fiction,813.6,Surviving the Applewhites by Stephanie Tolan (2003),English,English,PZ7 .T5735,[0439577632],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168462223,Horrible Harry At Halloween,1,2000,Phinney-Green,Phinney-Greenlake rest 3,Fiction,Children's,Null,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Halloween > Fiction|Schools > Fiction,813.54,Horrible Harry At Halloween by Suzy Kline (2000),English,English,PZ7 .K6797,[0439442141],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168462230,Virtual Cody (Puffin Chapters),1,1999,Phinney-Green,Phinney-Greenlake rest 3,Fiction,Children's,Null,Null,By Topic > History and criticism of three or more literatures > Literature,,809,Virtual Cody (Puffin Chapters) by Betsy Duffey (1999),English,English,PZ7 .D896,[0141303506],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167757859,Take the Court (Hey L'il D!),1,2003,Queen Anne,Queen Anne 1,Fiction,Children's,Null,Null,American And Canadian > Fiction > Literature,Basketball > Fiction|Children's stories|Schools > Fiction|Sharing > Fiction|Sports stories,813,Take the Court (Hey L'il D!) by Bob Lanier (2003),English,English,,[0439409004],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167757863,Splat the Cat: I Scream for Ice Cream (I Can Read Level 1),1,2015,Queen Anne,Queen Anne 1,Fiction,Children's,Null,Null,English > Language > Primers (Readers)--English language > Standard English usage (Prescriptive linguistics),,428.6,Splat the Cat: I Scream for Ice Cream (I Can Read Level 1) by Rob Scotton (2015),English,English,PZ7 .D79,[9780062294180],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167757928,Strega Nona Takes a Vacation,1,2003,Queen Anne,Queen Anne 1,Fiction,Children's,Null,Null,"Culture and Institutions > Family > Marriage and Parenting > Social Sciences > Social Sciences, Sociology, Anthropology",Bubbles > Fiction|Strega Nona (Fictitious character) > Fiction|Vacations > Fiction|Witches > Fiction|Witches > fiction,306.85,Strega Nona Takes a Vacation by Tomie DePaola (2003),English,English,PZ7 .D439,[0142500763],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167757939,Do You Want A Hug?,1,2014,Queen Anne,Queen Anne 1,Fiction,Children's,Null,Null,,,,Do You Want A Hug? by Kevin Lewis (2014),,,,[1484721519],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167757949,Spooks Surprise (Usborne Young Puzzle Adventures),1,2003,Queen Anne,Queen Anne 1,Fiction,Children's,Null,Null,"Amusements and Recreation > Arts and Recreation > Board games, mental puzzles > Indoor Amusements",Lemky > Ethnic identity|Lemky > Poland > History|Lemky > Politics and government|Lemky > Religion,793.73,Spooks Surprise (Usborne Young Puzzle Adventures) by Karen Dolby (2003),English,English,,[0794502342],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167759161,Goodnight Moon,1,2007,Queen Anne,Queen Anne 2,Fiction,Children's,Null,Null,1900-1944 > 20th Century > American And Canadian > Fiction > Literature,Bedtime > Fiction|Bedtime > Juvenile fiction|Bedtime > fiction|Night > Juvenile fiction|Picture books|Rabbits > Fiction|Rabbits > Juvenile fiction|Rock music|Stories in rhyme|rock music,813.52,Goodnight Moon by Margaret Wise Brown (2007),English,English,PZ8.3 .B815,[0694003611],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167759166,Good Night Beach (Good Night Our World),1,2007,Queen Anne,Queen Anne 2,Fiction,Children's,Null,Null,Amusements and Recreation > Arts and Recreation > Athletic and outdoor sports and games > Beach > Outdoor Leisure,,796.53,Good Night Beach (Good Night Our World) by Adam Gamble (2007),English,English,GV191.62 .G36,[160219002X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167759167,Barnyard Dance! (Boynton on Board),1,1993,Queen Anne,Queen Anne 2,Fiction,Children's,Null,Null,General Technology > General Technology > Technology,Dance > Fiction|Domestic animals > Fiction|Stories in Rhyme|Stories in rhyme,600,Barnyard Dance! (Boynton on Board) by Sandra Boynton (1993),English,English,PZ8.3 .B7,[1563054426],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167759173,That's Like Me!,1,2009,Queen Anne,Queen Anne 2,Nonfiction,Children's,Null,Null,"Biography > Biography; History By Place > Education > Education of special classes > Social Sciences > Teachers, Methods, and Discipline",,371.90922,That's Like Me! by Jill Lauren (2009),English,English,LC4818.5 .L39,[1595722076],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167759197,Annie Bananie,1,1990,Queen Anne,Queen Anne 2,Nonfiction,Children's,Null,Null,1900- > 1945-1999 > 20th Century > English > Literature > Poetry,"Friendship > Fiction|Moving, Household > Fiction|Moving, household > Fiction|Stories in rhyme",821.914,Annie Bananie by Komaiko (1990),English,English,PZ8.3 .K835,[0590428446],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167759214,Rotten Ralph,1,1976,Queen Anne,Queen Anne 2,Fiction,Children's,Null,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Behavior > Fiction|Cats > Fiction|Circus > Fiction,813.54,Rotten Ralph by Jack Gantos (1976),English,English,PZ7 .G15334,[0590316303],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167760776,My Good Morning Book (Golden Sturdy Shape Books) (Golden Books),1,1983,Queen Anne,Queen Anne 3,Fiction,Children's,Null,Null,,,,My Good Morning Book (Golden Sturdy Shape Books) (Golden Books) by Eloise Wilkin (1983),English,English,PZ7 .W64848,[0307122719],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167760865,Why the Sun Was Late,1,1969,Queen Anne,Queen Anne 3,Fiction,Children's,Null,Null,"Customs, Etiquette, Folklore > Folk literature > Folklore > Social Sciences",,398.2,Why the Sun Was Late by Benjamin Elkin (1969),English,English,PZ7 .E426,[0819301558],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167770363,The Monster Bed,1,1987,Queen Anne,Queen Anne 3,Fiction,Children's,Null,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,Bedtime > Fiction|Bedtime > fiction|Fear > Fiction|Monsters > Fiction|Stories in rhyme,823.914,The Monster Bed by Jeanne Willis (1987),English,English,PZ8.3 .W6799,[0688068049],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167770370,Teenage Ninja Turtles: Skateboard Heroes!,1,2014,Queen Anne,Queen Anne 3,Fiction,Children's,Null,Null,,,,Teenage Ninja Turtles: Skateboard Heroes! by Editors of Publications International (2014),English,,,[1450884539],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167762887,America (The Book): A Citizen's Guide to Democracy Inaction,1,2004,Queen Anne,Queen Anne 4,Nonfiction,Children's,Null,Null,"20th Century > American And Canadian > Authors, American and American Miscellany  > Literature","American wit and humor|Children's stories|Democracy > United States > Humor|Satire, American|United States > History > Humor|United States > Politics and government > Humor",818.5407,America (The Book): A Citizen's Guide to Democracy Inaction by Jon Stewart (2004),English,English,PN6231 .P6,[0446532681],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167764920,Clifford and the Missing Beach Ball,1,2002,Queen Anne,Queen Anne 5,Fiction,Children's,Null,Null,,,,Clifford and the Missing Beach Ball by Sonali Fry (2002),,,,[1338053590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167764938,Arthur's Thanksgiving (Arthur Adventures),1,1984,Queen Anne,Queen Anne 5,Fiction,Children's,Null,Null,"Customs, Etiquette, Folklore > General Customs > Social Sciences > Special Occasions",Animals > Fiction|Schools > FIction|Schools > Fiction|Schools > fiction|Thanksgiving Day > Fiction|Theater > Fiction,394.2,Arthur's Thanksgiving (Arthur Adventures) by Marc Brown (1984),English,English,PZ7 .B81618,[9780316112321],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167764941,If You Take a Mouse to School (If You Give. . .),1,2003,Queen Anne,Queen Anne 5,Fiction,Children's,Null,Null,"Social Sciences > Social Sciences > Social Sciences, Sociology, Anthropology",Mice > Fiction|Mice > fiction|Schools > FIction|Schools > Fiction|Schools > fiction,300,If You Take a Mouse to School (If You Give. . .) by Laura Numeroff (2003),English,English,PZ7 .N964,[9780439442602],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167764944,Nene (Kolowalu Books),1,1993,Queen Anne,Queen Anne 5,Nonfiction,Children's,Null,Null,"Birds ; Aves > Ducks, Geese, Swans > Mathematics and Science > Waterbirds > Zoology",,598.41,Nene (Kolowalu Books) by Marion Coste (1993),English,English,QL696 .A52,[0824813898],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167764961,Clifford's Family (Clifford 8x8),1,2010,Queen Anne,Queen Anne 5,Fiction,Children's,Null,Null,American And Canadian > Fiction > Literature,,813,Clifford's Family (Clifford 8x8) by Norman Bridwell (2010),English,English,PZ7 .B7633,[0545215854],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167764964,The Dinosaur's Packed Lunch (Corgi Pups),1,2001,Queen Anne,Queen Anne 5,Fiction,Children's,Null,Null,21st Century > English > Fiction > Literature > Modern Period,,823.92,The Dinosaur's Packed Lunch (Corgi Pups) by Jacqueline Wilson (2001),English,English,,[0552528188],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167764982,Apollo and the Battle of the Birds (Heroes in Training),1,2014,Queen Anne,Queen Anne 5,Fiction,Children's,Null,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,Apollo and the Battle of the Birds (Heroes in Training) by Joan Holub (2014),English,English,PZ7 .H7427,[144248845X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168422230,Thomas Goes Fishing (Thomas & Friends) (Step into Reading),1,2005,Sandy Point,Sandy Point 1,Fiction,Children's,Null,Null,Africa > Biography and History > West Africa,,966,Thomas Goes Fishing (Thomas & Friends) (Step into Reading) by Rev. W. Awdry (2005),English,English,PZ7 .T36949735,[0375831185],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168426214,Star Wars: Jedi Quest: The Trail of the Jedi: Jedi Quest #02: The Trail Of The Jedi,1,2002,Sandy Point,Sandy Point 3,Fiction,Children's,Null,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,Star Wars: Jedi Quest: The Trail of the Jedi: Jedi Quest #02: The Trail Of The Jedi by Jude Watson (2002),English,English,PZ7 .W32755,[0439339189],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168426235,Anakin Skywalker (Star Wars: Episode 1: Journal),1,1999,Sandy Point,Sandy Point 3,Fiction,Children's,Null,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Science Fiction|Science fiction|science fiction,813.54,Anakin Skywalker (Star Wars: Episode 1: Journal) by Todd Strasser (1999),English,English,PZ7 .S899,[0590520938],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168426258,Point Blank (Alex Rider Adventure),1,2003,Sandy Point,Sandy Point 3,Fiction,Children's,Null,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,"Alps, French (France) > Fiction|Children's stories|Cloning > Fiction|Cloning > Juvenile fiction|England > Fiction|England > Juvenile fiction|England > fiction|France > Fiction|Orphans > Fiction|Orphans > Juvenile fiction|Schools > FIction|Schools > Fiction|Schools > Juvenile Fiction|Schools > Juvenile fiction|Schools > fiction|Spies > Fiction|Spies > Juvenile fiction|Spy stories",823.914,Point Blank (Alex Rider Adventure) by Anthony Horowitz (2003),English,English,PZ7 .H7875,[014250050X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168426322,"Star Wars, Episode 1: Anakin's Pit Droid (Step into Reading)",1,2000,Sandy Point,Sandy Point 3,Fiction,Children's,Null,Null,,,,"Star Wars, Episode 1: Anakin's Pit Droid (Step into Reading) by Justine Korman (2000)",English,English,PZ7 .K83692,[0375803971],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168426332,"Star Wars: Dangers of the Core, Episode 1 (Jedi Readers)",1,1999,Sandy Point,Sandy Point 3,Fiction,Children's,Null,Null,,,,"Star Wars: Dangers of the Core, Episode 1 (Jedi Readers) by Jim Thomas (1999)",English,English,PZ7 .T366956,[0375800026],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168426336,"Anakin's Fate: Star Wars Episode I (A Step into Reading Jedi Reader, Step 4)",1,1999,Sandy Point,Sandy Point 3,Fiction,Children's,Null,Null,,Science Fiction|Science fiction|science fiction,,"Anakin's Fate: Star Wars Episode I (A Step into Reading Jedi Reader, Step 4) by Marc Cerasini (1999)",English,English,PZ7 .C3185,[0375800298],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168426791,Om-Kas-Toe: Blackfeet Twin Captures an Elkdog (Amazing Indian Children Series),1,1986,Sandy Point,Sandy Point 4,Fiction,Children's,Null,Null,American And Canadian > Fiction > Literature,Horses > Fiction|Indians of North America > Fiction|Siksika Indians > Fiction|Siksika Indians > Juvenile fiction|Twins > Fiction|horses > Fiction,813,Om-Kas-Toe: Blackfeet Twin Captures an Elkdog (Amazing Indian Children Series) by Kenneth Thomasma (1986),English,English,PZ7 .T3696,[0801088844],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
